content,category
"9﹜Crystallographic analysis shows that this [4 + 4] cage has a tetrapodal structure with symmetry (Fig.? 3). The shape of the cage could also be regarded as tetrahedral shape with the tertiary amine nitrogens of the amine linkers as four vertexes. In both [4 + 4] cage and previously reported [2 + 3] cage, the phosphate tetrahedron comprised by four oxygen atoms is very rigid (Fig.? 3a). However, three P-O single bonds of the phosphate tetrahedron could be rotated along the axial direction freely, which would result in the three benzene rings pointing toward different orientations during the construction of OMCs with cyclohexanediamine and tris(2-aminoethyl)amine. Herein we use the distance between the O atom of P= O double bond and the centroid of benzene ring to illustrate the discrepancy between the conformation of the cages. This parameter is the same as 3.85 ? for three benzene rings in the previous [2 + 3] cage exhibiting the typical tripod configuration, while it changes to 3.94, 4.10 and 5.13 ? in the current [4 + 4] cage indicating two different orientations in forming a more complicated cage with flexible tris(2-aminoethyl)amine. Unlike the previous [2 + 3] cage, the P= O bonds does not point straight toward the cage centre in this [4 + 4] cage and the window of the cage cavity was partially occupied by the oxygen atoms of the P =O units (Fig.? 3b). In addition, a cavity with a 4.0 ? diameter taking into account the van der Waals radii of the atoms is found in the cage, which is comparable with that of some gas molecules such as CO2, CH4 and N237.",topology
"10﹜In addition, the thermal stability of this [4 + 4] cage is evaluated by thermogravimetric analysis (TGA), in which the decomposition temperature is high up to 300 ～C (Fig.?S4). This work is believed to give a representative exam-ple to illustrate the semi-flexible and versatile traits of this phosphate trialdehyde.",topology
"12﹜conclusionIn summary, one novel [4 + 4] phosphate OMC can be efficiently synthesized in a one pot reaction through solvent-controlled multicomponent imine condensation between tris(4-formylphenyl)phosphate and tris(2-aminoethyl)amine. It is concluded that acetonitrile is beneficial to the assembly of [2 + 3] halfway cage, Figure 3. (a) Crystal structure of the cage (phosphate units are represented by four tetrahedrons); (b) the size of the cage (represented by a green ball in a radius of 2.0 ?).4 Scientific  RepoRtS  |         (2020) 10:4712  | https://doi.org/10.1038/s41598-020-61813-6www.nature.com/scientificreports www.nature.com/scientificreports/while chloroform can promote the full conversion of the functional groups on two reactants. Structurally, this cage possesses one distinctive cavity constituted by four phosphate units. Furthermore, this [4 + 4] phosphate OMC displays good selectivity of CO2 adsorption over CH4. Thus, the strategy we offered here to synthesize the [4 + 4] phosphate cage is believed to be instructive for designing new type functionalized organic cages and host molecules in supramolecular chemistry.",topology
"8﹜ 29. Jiang, S. et al. Selective gas sorption in a [2 + 3] propeller cage crystal. Chem. Commun. 47, 8919每8921 (2011).",topology
"11﹜ 31. Schneider, M. W . et al . Exo-functionalized shape-persistent [2 +  3] cage compounds: influence of molecular rigidity on formation and permanent porosity. Chem.每Eur. J. 18, 4156每4160 (2012).",topology
"12﹜ 32. Feng, G. et al . Cavity partition and functionalization of a [2 +  3] organic molecular cage by inserting polar P =O bonds. Chem.",topology
"16﹜ 35. Ding, H. et al. Targeted synthesis of a large triazine-based [4 +  6] organic molecular cage: structure, porosity and gas separation.",topology
"3﹜S4. X-Ray data collection an d structural determination  A single -crystal sample of [4+4] cage  was covered with glue and mounted on glass fibers and then used for data collection. Crystallographic data were collected on Bruker D8 CMOS detectors  at 123 K. The structure was solved using direct methods and all refined on F2 with the SHELX -2014 software package.  It is found that the solvent molecules were highly disordered. Attempts to locate and refine the solvent peaks were unsuccessful. So contributions to scattering due to these solvent  molecules were removed using the SQUEEZE routine of PLATON.  The summary of the crystal data, experimental details and refinement results for the [4+4] cage is listed in Table S1 .",topology
"4﹜Table S1.  Crystal data and structure refinement for the [4+4]  cage Empirical  formula  C108H108N16O16P4 Formula weight  2009.98  Temperature  123(2) K  Wavelength  0.71073 ?  Crystal system  Tetragonal  Space group  I4 a 22.556(4) ?  b 22.556(4) ?  c 12.858(2) ?  汐 90～ ? 90～ ? 90～ V olume  6542(3)  ?3 Z 2 Density (calculated)  1.020  g/cm3 Absorption coefficient  0.116 mm-1 F(000)  2112  Crystal size  0.12 x 0.10 x 0.10 mm3 Theta range for data collection  2.554 to 24.993～  Index ranges  -25 ≒ h ≒ 26, -26 ≒ k ≒25, -15 ≒ l ≒13 Reflections collected  20734  Independent reflections  5760 [ Rint = 0.0816]  Completeness  99.7 %  Refinement method  Full-matrix least -squares on F2 Data / parameters  5760 /  0 / 326  Goodness -of-fit on F2 1.004  Final R indices [ I>2sigma( I)] R1 = 0.0984, w R2 = 0.2243  R indices (all data)  R1 = 0.1504, w R2 = 0.2453  Largest diff. peak and hole  (e??-3) 0.421 / -0.349   Table S2.  Gas sorption quantities for CO 2 and CH 4, and CO 2/CH 4 selectivity  cage T (K) CO 2 uptake at 1 bar (cm3 g-1) CH 4 uptake at  1 bar (cm3 g-1) CO 2/CH 4 selectivity  Simple (ideal)  Henry＊s law   298 5.71 0.68 8.39 7.10  273 12.46  2.36 5.27 6.52  Table S 3. Summary of CO 2 uptake, CH 4 uptake and ideal selectivity (CO 2/CH 4) in selected porous materials  Compound  CO 2 uptake  (mmol g-1) CH 4 uptake  (mmol g-1) Ideal selectivity  (CO 2/CH 4) Reference  [4+4]  4.1[a] 1.3 [a] 3.2 2 [4+6] -tBu 2.7[a] 0.7[a] 3.9 3,4 [4+6] -exo 3.4[a] 0.7[a] 4.9 5 [2+3] cage  2.7[b] 0.7[b] 3.9 6 [2+3] -extend  3.3[b] 0.3[b] 11 6 CC1汐＊  1.27[c] 0.55[c] 2.3 7 CC2 3.0[c] 1.13[c] 2.7 7 CC3 2.47[c] 1.53[c] 1.6 7 CC6 0.9[d] n.d.  8 ZCs 0.1-0.25[e] n.d.  9 [4+6] -triazine  38.6[f] 16.4[f] 2.4 10 PB-2   47.9[g] 11 Amide cage  (-OMe)  47.8 14.0 20.41 12 Brominated  amide cage  45.8 12.6 17.63 12 Nitrated amide  cage 46.3 11.2 28.56 12 Amide cage  (-OH) 45.8 11.2 14.38 12 [a] Measured at 273 K, 1 bar; [b] at 298 K, 1 bar; [c] at 275 K, 1 bar; [d] at 300 K, 1.2 bar; [e] at 293 K, 1 bar; [f] cm3g-1, at 273 K, 1.08 bar; [g] IAST selectivity, at 273 K, 1 bar.",topology
5﹜  S5. Additional Figures    Figure S 1. 1H NMR (CDCl 3) spectrum of  the [2+3] product isolated from acetonitrile .,topology
"6﹜  Figure S2. The amplified  1/2, 1/3 and 1/4 peak s of [4+4] cage .",topology
7﹜  Figure S 3. 1H NMR (CDCl 3) spectrum of  [4+4]  cage.,topology
8﹜  Figure S4. Thermogravimetric (TG) data for  [4+4]  cage.,topology
9﹜  Figure S 5. Powder X -ray diffraction patterns for [4+4] cage.,topology
10﹜  Figure S 6. Powder X -ray diffraction pattern for [4+4] cage.,topology
"13﹜ S7. References:  1. Feng, G. et al.  Cavity partition  and functionalization of a [2+ 3] organic molecular cage by inserting polar P=O bonds. Chem. Commun.  52, 9267每9270 (2016)  2. Elbert, M. et al. Synthesis of a r igid C 3v坼symmetric tris 坼salicylaldehyde as a p recursor for a highly porous molecular c ube. Chem.每Eur. J.  20, 16707 每16720  (2014 ) 3. Schneider,  M. W.  et al.  Periphery 坼substituted [4+6] salicylbisimine c age compounds with exceptionally high surface areas: influence of t he molecular structure on nitrogen sorption p roperties .",topology
"14﹜Chem.每Eur. J.  18, 836 每847 (2012)  4. Schneider,  M. W.  et al.  Post坼modification of the interior of porous shape 坼persistent o rganic cage compounds . Angew. Chem., Int. Ed.  52, 3611 每3615 (2013 ) 5. Schneider , M. W. et al. A shape -persistent exo -functionalized [4+ 6] imine cage compound with a very high specific surface area . Chem. Commun . 48, 9861 每9863  (2012 ) 6. Schneider,  M. W. et al . Exo坼functionalized shape 坼persistent [2+ 3] cage compounds: influence of molecular rigidity on formation and permanent p orosity . Chem.每Eur. J.  18, 4156 每4160  (2012 ) 7. Tozawa,  T. et al.  Porous organic cages . Nat. Mater.  8, 973 每978 ( 2009 ).",topology
"15﹜8. Jiang, S. et al.  Selective gas sorption in a [2+3] propeller cage crystal. Chem. Commun.  47, 8919 每8921 (2011).",topology
"17﹜Am. Chem. Soc.  133, 6650 每6658 (2011)  10. Ding, H. et al.  Targeted synthesis of a large triazine -based [4+6] organic molecular cage: structure, porosity an d gas separation. Chem. Commun.  51, 1976 每1979 (2015)  11. Hong,  S. et al.  Porphyrin boxes: rationally designed porous organic cages . Angew. Chem. Int. Ed.  54, 13241 每13244  (2015 ) 12. Bhat,  A. S.  et al.  Transformation of a [4+ 6] Salicylbisimine Cage to Chemically Rob ust Amide Cages .",topology
"1﹜Angew. Chem. Int. Ed.  58, 8819 每8823  (2019 ) 13. Wang,  H. et al.  The first example of commensurate adsorption of atomic gas in a MOF and effective separation of xenon from other noble gases . Chem. Sci.  5, 620 每624 (2013 ) 14. Wright,  J. S. et al.  Highly selective CO 2 vs. N 2 adsorption in the cavity of a molecular coordination cage. Chem. Commun.  53, 4398 每4401  (2017 )     S8. Crystallographic information fil e for tetrapodal  [4+4] phosphate organic molecular cage   data_2_sqd    _audit_creation_method            'SHELXL -2014/7' _shelx_SHELXL_version_number      '2014/7'  _chemical_name_systematic         ?  _chemical_name_common             ?  _chemical_melting_point           ?  _chemical_formula_moiety           'C108 H108 N16 O16 P4'  _chemical_formula_sum   'C108 H108 N16 O16 P4'  _chemical_formula_weight          2009.98   loop_  _atom_type_symbol   _atom_type_description   _atom_type_scat_dispersion_real   _atom_type_scat_dispersion_imag   _atom_type_scat_source   'C'  'C'   0.0033   0.0016   'International Tables Vol C Tables 4.2.6.8 and 6.1.1.4'   'H'  'H'   0.0000   0.0000   'International Tables Vol C Tables 4.2.6.8 and 6.1.1.4'   'N'  'N'   0.0061   0.0033   'International Tables Vol C Tables 4.2.6.8 and 6.1.1.4'   'O'  'O'   0.0106   0.0060   'International Tables Vol C Tables 4.2.6.8 and 6.1.1.4'   'P'  'P'   0.1023   0.0942   'International Tables Vol C Tables 4.2.6.8 and 6.1.1.4'    _space_group_crystal_system       tetragonal  _space_group_IT_number            82  _space_group_name_H -M_alt         'I -4' _space_group_name_Hall            'I -4'   _shelx_space_group_comment  ; The symmetry employed for this shelxl refinement is uniquely defined  by the following loop, which should always be used as a source of  symmetry  information in preference to the above space -group names.",topology
