content,category
"Synthesis of Imine Cage 4. To a solution of dialdehyde 1(119 mg,0.63 mmol) in methanol (25 mL), a solution of (2,4,6-triethylbenzene-1,3,5-triyltrimethanamine 2(100 mg, 0.40 mmol) in methanol (25 mL)was added dropwise over 10 min. After stirring the reaction mixture for2 days at room temperature, the precipitate was collected by ?ltrationand washed with methanol (50 mL). The solid was dried in vacuum (10mbar, 50 ～C) to give 4as a colorless solid (134 mg, 0.14 mmol, 70%).",comprehensive synthesis
"Synthesis of Imine Cage 4-d27. To a solution of dialdehyde 1-d9(50 mg, 251 米mol) in methanol (10 mL), a solution of (2,4,6-triethylbenzene-1,3,5-triyltrimethanamine 2(45 mg, 181 米mol) inmethanol (10 mL) was added dropwise over 10 min. After stirring thereaction mixture for 2 days at room temperature, the precipitate wascollected by ?ltration and washed with methanol (20 mL). The solidwas dried in vacuum (10 mbar, 50 ～C) to give 4-d27 as a colorless solid(47 mg, 47.6 米mol, 53%). mp > 300 ～C.",comprehensive synthesis
"Synthesis of Imine Cage 5. To a solution of dialdehyde 1(50 mg,0.26 mmol) in methanol (10 mL), a solution of tris(2-aminoethyl)-amine 3(25 mg, 0.17 mmol) in methanol (10 mL) was added dropwiseover 10 min. After stirring the reaction mixture for 2 days at roomtemperature, the solvent was removed under reduced pressure (10mbar, 50 ～C) to give 5as a colorless solid (74 mg, 0.10 mmol, >99%).",comprehensive synthesis
"Synthesis of Imine Cage 5-d27. To a solution of dialdehyde 1-d9(20 mg, 101 米mol) in methanol (4 mL), a solution of tris(2-aminoethyl)amine 3(10 mg, 65.5 米mol) in methanol (4 mL) wasadded dropwise over 2 min. After stirring the reaction mixture for 2 daysat room temperature, the solvent was removed under reduced pressure(6 mbar, 50 ～C) and the colorless residue was suspended in acetone (25mL). The insoluble solid was disposed after ?ltration, and 5-d27 wasobtained as a colorless solid (20 mg, 34.3 米mol, >99%) after removal ofthe solvent under reduced pressure (6 mbar, 50 ～C). mp = 210 ～C(dec.).",comprehensive synthesis
"Cage Formation Experiment of Compound 4 with TFA. Afterdissolving aldehyde 1(10 mg, 52.6 米mol) in 2 mL of solvent whichcontained 2 mol % TFA per amine unit (a: methanol, b: ethanol, c:acetonitrile, d: dichloromethane, e: chloroform, f: THF, g: 1,4-dioxane,and h: toluene), a solution of amine 2(9 mg, 36.1 米mol) in 2 mL ofsolvent (a ?h) was added dropwise. After 2 days stirring at roomtemperature, an analytical aliquot of the reaction mixture was taken foranalysis by MALDI MS. The precipitates (a, b, c, e, f, and g) wereseparated from the mother liquors by ?ltration, and the solvent of themother liquor was removed under reduced pressure (10 mbar, 50 ～C).",comprehensive synthesis
"After dissolving aldehyde 1(11 mg, 57.9 米mol) in 2 mL of solvent (a:methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e: chloroform,f: THF, g: 1,4-dioxane, and h: toluene), a solution of amine 3(6 mg,41.0米mol) in 2 mL of solvent (a ?h) was added dropwise. After 2 daysstirring at room temperature, an analytical aliquot of the reactionsolution was taken for analysis by MALDI MS. The precipitates (c, f,and g) were separated from the mother liquors by ?ltration, and thesolvent of the mother liquor was removed under reduced pressure (10mbar, 50 ～C). Since the precipitate did not contain side-products afterisolation, the yield could be calculated by mass of the precipitate. Ifsolvent signals were visible in the1H NMR, the yield was calculated bysubtraction of the amount of solvent in the sample. For reaction a, b, d,e, and h, the solvent was removed under reduced pressure (10 mbar, 50～C) after the reaction, and the residue was investigated by1H NMR.",comprehensive synthesis
"Cage Formation Experiment of Compound 5 with TFA. Afterdissolving aldehyde 1(11 mg, 57.9 米mol) in 2 mL of solvent whichcontained 2 mol % TFA per amine (a: methanol, b: ethanol, c:acetonitrile, d: dichloromethane, e: chloroform, f: THF, g: 1,4-dioxane,and h: toluene), a solution of amine 2(7 mg, 47.9 米mol) in 2 mL ofsolvent (a ?h) was added dropwise. After 2 days stirring at roomtemperature, an analytical aliquot of the reaction solution was taken foranalysis by MALDI MS. The precipitates (c, f, and g) were separatedfrom the mother liquors by ?ltration, and the solvent of the motherliquor was removed under reduced pressure (10 mbar, 50 ～C). Forreactions a, b, d, e, and h, the solvent was removed under reducedpressure (10 mbar, 50 ～C), and the residue was investigated by1HNMR spectroscopy. Since the precipitate did not contain side-productsafter isolation, the yield could be calculated by mass of the precipitate. Ifsolvent signals were visible in the1H NMR, the yield was calculated bysubtraction of the amount of solvent in the sample. The yield for thecage left in the solution was estimated by1H NMR by using 1,3,5-trimethoxybenzene (>99%) as standard (ca. 50 mass % of crude). See?gures S52 and S53 in the Supporting Information for1H NMR spectra.",comprehensive synthesis
"Cage-to-Cage Scrambling Experiment of Cages 4 and 4-d27without TFA. Cage compounds 4(1 mg, 1 米mol) and 4-d27 (1 mg, 1米mol) were immersed/dissolved in 250 米L of solvent (a: methanol, b:ethanol, c: acetonitrile, d: dichloromethane, e: chloroform, f: THF, g:1,4-dioxane, and h: toluene) and stirred at room temperature. After 7days, an analytical sample was taken out of the reaction solution. Afterremoving the solvent of this sample, the residue was mixed with a pre-prepared DCTB solution in THF and investigated by MALDI MS.After 7 days, water (1 米L) was added to the reaction mixture and stirredfor another 7 days at room temperature. The reaction mixture wasinvestigated again by MALDI MS as described above. See ?gures S54and S55 in the Supporting Information for mass spectra.",comprehensive synthesis
"Cage-to-Cage Scrambling Experiment of Cages 4 and 4-d27with TFA. Cage compounds 4(1 mg, 1 米mol) and 4-d27 (1 mg, 1米mol) were immersed/dissolved in 250 米L of solvent containing 2 mol% TFA (a: methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e:chloroform, f: THF, g: 1,4-dioxane, and h: toluene) and stirred at roomtemperature. After 7 days, an analytical sample was taken out of thereaction solution. After removing the solvent of this analytical sample,the residue was mixed with a pre-prepared solution of DCTB in THFand investigated by MALDI MS. To the reaction mixture, water (1 米L)was added and stirred for another 7 days at room temperature. Thereaction mixture was investigated by MALDI MS as described above.See?gures S56 and S57 in the Supporting Information for mass spectra.",comprehensive synthesis
"Cage-to-Cage Scrambling Experiment of Cages 5 and 5-d27without TFA. Cage compounds 5(1 mg, 1.33 米mol) and 5-d27 (1 mg,1.28 米mol) were dissolved/immersed in 332 米L of solvent (a:methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e: chloroform,f: THF, g: 1,4-dioxane, and h: toluene) and stirred at room temperature.",comprehensive synthesis
"After 7 days, an analytical sample was taken out of the reaction solution.",comprehensive synthesis
"After removing the solvent from this analytical sample, the residue wasmixed with a pre-prepared DCTB solution in THF and investigated byMALDI MS. To the reaction mixture, water (1 米L) was added andstirred for another 7 days at room temperature. The reaction mixturewas investigated again by MALDI MS as described above. See ?guresS58 and S59 in the Supporting Information for mass spectra.",comprehensive synthesis
"Cage-to-Cage Scrambling Experiment of Cages 5 and 5-d27with TFA. Cage compounds 5(1 mg, 1.33 米mol) and 5-d27 (1 mg,1.28米mol) were dissolved in 332 米L of solvent containing 2 mol % TFA(a: methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e:chloroform, f: THF, g: 1,4-dioxane, and h: toluene) and stirred at roomtemperature. After 7 days, an analytical sample was taken out of thereaction solution. After removing the solvent from this analyticalsample, the residue was mixed with a pre-prepared DCTB solution inTHF and investigated by MALDI MS. To the reaction mixture, water(1米L) was added and stirred for another 7 days at room temperature.",comprehensive synthesis
"Aldehyde Exchange Experiment with Cage 4 and Aldehyde1-d9 without TFA. To cage 4(8 mg, 8.33 米mol) and aldehyde 1-d9 (7mg, 35.2 米mol) was added 2 mL of solvent (a: methanol, b: ethanol, c:acetonitrile, d: dichloromethane, e: chloroform, f: THF, and g:toluene), and the reaction mixture was stirred at room temperature.",comprehensive synthesis
"After 7 days, an analytical sample was taken from the reaction solutionand investigated by MALDI MS. From reaction a, b, c, e, f, and g, theprecipitate was separated by ?ltration and investigated by1H NMR.",comprehensive synthesis
"The solvent of the mother liquor was removed under reduced pressure(10 mbar, 50 ～C), and the residue was analyzed by1H NMR. Forreactions d and h, no precipitate was observed, and the solvent wasremoved under reduced pressure (10 mbar, 50 ～C). The residue wasinvestigated by1H NMR. See ?gures S62 ?S66 in the SupportingInformation for mass and1H NMR spectra.",comprehensive synthesis
"Aldehyde Exchange Experiment with Cage 4 and Aldehyde1-d9 with TFA. To cage 4(8 mg, 8.33 米mol) and aldehyde 1-d9 (7 mg,35.2 米mol) 2 mL of solvent was added with 2 mol % TFA per iminebond (a: methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e:chloroform, f: THF, and g: toluene), and the reaction mixture wasstirred at room temperature. After 7 days, an analytical sample wastaken out of the reaction mixture and investigated by MALDI TOF MS.From reactions a, b, c, e, f, and g, the precipitate was separated by?ltration and investigated by1H NMR. The solvent of the motherliquor was removed under reduced pressure (10 mbar, 50 ～C), and theresidue was analyzed in1H NMR. For reactions d and h, no precipitatewas observed, and the solvent was removed under reduced pressure (10The Journal of Organic Chemistry pubs.acs.org/joc Articlehttps://dx.doi.org/10.1021/acs.joc.0c01887J. Org. Chem. 2020, 85, 13757 ?1377113768mbar, 50 ～C). The residue was investigated by1H NMR. See ?guresS67?S71 in the Supporting Information for mass and1H NMR spectra.",comprehensive synthesis
"Aldehyde Exchange Experiment with Cage 5 and Aldehyde1-d9 without TFA. To cage 5(7 mg, 9.28 米mol) and aldehyde 1-d9 (6mg, 30.2 米mol) was added 2 mL of solvent (a: methanol, b: ethanol, c:acetonitrile, d: dichloromethane, e: chloroform, f: THF, g: 1,4-dioxane,and h: toluene), and the reaction mixture was stirred at roomtemperature. After 7 days, an analytical sample was taken out of thereaction solution and investigated by MALDI MS. From reactions b, c,f, and g, the precipitate was separated by ?ltration and investigated by1H NMR. The solvent of the mother liquor was removed under reducedpressure (10 mbar, 50 ～C), and the residue was analyzed in1H NMR.",comprehensive synthesis
"Aldehyde Exchange Experiment with Cage 5 and Aldehyde1-d9 with TFA. To cage 5(7 mg, 9.28 米mol) and aldehyde 1-d9 (6 mg,30.1 米mol) was added 2 mL of solvent with 2 mol % TFA per iminebond (a: methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e:chloroform, f: THF, g: 1,4-dioxane, and h: toluene), and the reactionwas stirred at room temperature. After 7 days, an analytical sample wastaken out of the reaction solution and investigated by MALDI MS.",comprehensive synthesis
"From reactions b, c, f, and g, the precipitate was separated by ?ltrationand investigated by1H NMR. The solvent of the mother liquor wasremoved under reduced pressure (10 mbar, 50 ～C), and the residue wasanalyzed by1H NMR. For reactions a, d, e, and h, no precipitate wasobserved, and the solvent was removed under reduced pressure (10mbar, 50 ～C). The residue was investigated by1H NMR. See ?guresS77?S81 in the Supporting Information for mass and1H NMR spectra.",comprehensive synthesis
"Amine Exchange Experiment with Cage 4 and Amine 3without TFA. Cage compound 4(10 mg, 10.4 米mol) and amine 3(6mg, 31.5 米mol) were immersed/dissolved in 2 mL of solvent (a:methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e: chloroform,f: THF, g: 1,4-dioxane, and h: toluene) and stirred at room temperature.",comprehensive synthesis
"After 7 days, an analytical sample was taken out of the reaction solutionand investigated by MALDI MS. From reactions a, b, c, e, f, and g, theprecipitate was separated by ?ltration and investigated by1H NMR.",comprehensive synthesis
"The solvent of the mother liquor was removed under reduced pressure(10 mbar, 50 ～C), and the residue was analyzed by1H NMR. Forreactions d and h, no precipitate was observed, and the solvent wasremoved under reduced pressure (10 mbar, 50 ～C). The residue wasinvestigated by1H NMR. See table S5 for summary and ?gures S82 ?S84in the Supporting Information for mass and1H NMR spectra.",comprehensive synthesis
"Amine Exchange Experiment with Cage 4 and Amine 3 withTFA. Cage compound 4(10 mg, 10.4 米mol) and amine 3(6 mg, 31.5米mol) were immersed/dissolved in 2 mL of solvent which contained 2mol % TFA per imine bond (a: methanol, b: ethanol, c: acetonitrile, d:dichloromethane, e: chloroform, f: THF, g: 1,4-dioxane, and h:toluene) and stirred at room temperature. After 7 days, an analyticalsample was taken out of the reaction solution and investigated byMALDI MS. From reaction a ?g, the precipitate was separated by?ltration and investigated by1H NMR. The solvent of the motherliquor was removed under reduced pressure (10 mbar, 50 ～C), and theresidue was analyzed in1H NMR. For reaction h, no precipitate wasobserved, and the solvent was removed under reduced pressure (10mbar, 50 ～C). The residue was investigated by1H NMR. See table S6for summary and ?gures S85 ?S87in the Supporting Information formass and1H NMR spectra.",comprehensive synthesis
"Amine Exchange Experiment with Cage 5 and Amine 2without TFA. Cage compound 5(7 mg, 9.28 米mol) and amine 2(5mg, 20.1 米mol) were immersed/dissolved in 2 mL of solvent (a:methanol, b: ethanol, c: acetonitrile, d: dichloromethane, e: chloroform,f: THF, g: 1,4-dioxane, and h: toluene) and stirred at room temperature.",comprehensive synthesis
"After 7 days, an analytical sample was taken out of the reaction solutionand investigated by MALDI MS. From reactions a, c, f, and g, theprecipitate was separated by ?ltration and investigated by1H NMR.",comprehensive synthesis
"The solvent of the mother liquor was removed under reduced pressure(10 mbar, 50 ～C), and the residue was analyzed by1H NMR. Forreactions b, d, e, and h, no precipitate was observed, and the solvent wasremoved under reduced pressure (10 mbar, 50 ～C). The residue wasinvestigated by1H NMR. See table S7 for summary and ?gures S88 ?S90in the Supporting Information for mass and1H NMR spectra.",comprehensive synthesis
"Amine Exchange Experiment with Cage 5 and Amine 2 withTFA. Cage compound 5(7 mg, 9.28 米mol) and amine 2(5 mg, 20.1米mol) were immersed/dissolved in 2 mL of solvent which contained 2mol % TFA (per imine bond) (a: methanol, b: ethanol, c: acetonitrile,d: dichloromethane, e: chloroform, f: THF, g: 1,4-dioxane, and h:toluene) and stirred at room temperature. After 7 days, an analyticalsample was taken out of the reaction solution and investigated byMALDI MS. From reaction a, c, f, and g, the precipitate was separatedby?ltration and investigated by1H NMR. The solvent of the motherliquor was removed under reduced pressure (10 mbar, 50 ～C), and theresidue was analyzed by1H NMR. For reactions b, d, e, and h, noprecipitate was observed, and the solvent was removed under reducedpressure (10 mbar, 50 ～C). The residue was investigated by1H NMR.",comprehensive synthesis
"Transformation of Cage 5 to Cage 4. Imine cage 5(9 mg, 11.9米mol) was dissolved in methanol (1.00 mL) and mixed with a solutionof amine 2(59 mg, 238 米mol) in methanol (0.50 mL). After stirring thereaction at room temperature with a catalytic amount of TFA overnight,the formed precipitate was isolated by ?ltration, washed with methanol(3℅2 mL), and dried under vacuum (12 mbar, 60 ～C) to obtain acolorless solid (10 mg, 87%). The solid was characterized by1H NMRspectroscopy and identi ?ed as cage 4.The Journal of Organic Chemistry pubs.acs.org/joc Articlehttps://dx.doi.org/10.1021/acs.joc.0c01887J. Org. Chem. 2020, 85, 13757 ?1377113769←ASSOCIATED CONTENT*s?Supporting InformationThe Supporting Information is available free of charge athttps://pubs.acs.org/doi/10.1021/acs.joc.0c01887 .",comprehensive synthesis
"Solvent Solubility of Cage 41Soluvility of Cage 51MeOH <1 2EtOH <1 3MeCN <1 <1CH2Cl2 5 >15CHCl3 <1 6THF <1 11,4-Dioxane <1 <1Toluene >12 91in mg?mL-1Examination of the Dynamic Covalent Chemistry of [2 + 3]-ImineCagesTobias H. G. Schick, Frank Rominger, and Michael Mastalerz *",this paper's author
"Manuskrip terhalten: 26.Mai2020Akzeptierte Fassung online: 15.Juni2020Endg /C252ltigeFassung online: 16.Juli2020AngewandteChem ie Forschung sartik el16906 www .angewandte.de /C232020 DieAutoren. Ver?ffe ntlicht vonWiley-V CHVerlag GmbH &Co.KGaA, Weinhei m Angew .Chem.2020 ,132,16898 每16906Examination of the Dynamic Covalent Chemistry of [2+3]-Imine Cages Tobias H.G. Schick, Frank Rominger and Michael Mastalerz*",this paper's author
"Cite This: J. Org. Chem. 2020, 85, 13757 ?13771 Read OnlineACCESS Metrics & More Article Recommendations *s?Supporting InformationABSTRACT: The synthesis of shape-persistent organic cagecompounds by the formation of imine bonds opens the possibilityto realize cages of di ?erent sizes, geometries, topologies, andfunctions. It is generally assumed that the imine bond is ratherchemically labile allowing a sel f-correction mechanism untilthermodynamic equilibrium is reached, which is often the case ifa cage is formed. However, there are some contradictoryexperimental data to this assumption. To get a deeper insight intothe imine bond dynamics of covalent organic cages, we studied theformation and exchange of both dialdehydes and triamines of twodi?erent [2 + 3] imine cages with the aid of a deuterated dialdehydemolecular building block.",topology
"9Based on experimental data on cage stabilities andformation, possible exchange of molecular building blocks waselaborated and later on studied in more detail:10a thermody-namic, less stable cage was transferred to a more stable one byadding either another triamine or dialdehyde. A similarobservation was made by the Li group.11Cram and Stoddartsuggested an imine exchange of a carcerand by an acid-catalyzedbar-opening/bar-closing mechanism by exchanging diamineunits.12Very recently, Ko ?odziejski et al. presented a verydetailed study of the self-sorting and exchange of aldehydeprecursor units of TREN-based cages.13We and otherresearchers studied chiral self-sorting, which also relies on adynamic interconversion of imine bonds.4g,14Most convincingexperiments to demonstrate the dynamics of the imine bondformation were done by the Li group by investigating theinterconversion of a pillared [2 + 3] cage into a tetrahedral [4 +4] cage under di ?erent conditions. Depending on temperatureor concentration, a clear shift toward one of these two cages wasobserved.",topology
"D e s p i t et h el a r g en u m b e ro fe x a m p l e ss u p p o r t i n gathermodynamically controlled formation of imine cages, thereare also observations made, proposing that imine cages arerather kinetically controlled products. For instance, theformation of a cubic [4 + 4] salicylimine cage was monitoredby time with matrix-assisted laser desorption ionization-time of?ight (MALDI-TOF) mass spectrometry (MS).",topology
"driven by precipitation, similar to that for most salicyliminecages described previously.4e,g,16One clear example of akinetically controlled product is the formation of truncatedtetrahedral [4 + 4] imine cages that have been made inacetonitrile.",topology
"17As soon as tri ?uoroacetic acid is added, the cagesdecompose to give an insoluble polymeric material, whichturned out to be a crystalline covalent-organic framework.17Asmentioned above, computational screening of large combinato-rial libraries of possible cages relies on the assumption that theseare thermodynamically favored, and exactly these truncated [4 +4] cages were predicted not to form.",topology
