content,category
"Thereactionmixturewasstirredat25～Cfor24h.Then,theproductwasreduced byNaBH(OAc)3(68.8mg,0.32mmol,7.5equiv)overnight, theexcessreductant NaBH(OAc)3wasfilteredoffundervacuum,andthesolutionwasquenched withNaOHsolution(2.0M,15mL),extracted withCHCl3(3℅20mL),driedoveranhydrousNa2SO4,andconcentrated togivethecrudeproduct.Purification byflashcolumnchromatography (DCM/MeOH/NH3(aq)=150:2:3,v/v/v)affordedthe(3R,3S)-3 (40mg,63%)asawhitesolid.1HNMR(400MHz,CD2Cl2,298K),汛=7.06?7.50 (m,52H),3.95(d,J=12.0Hz,2H),3.75(d,J=12.0Hz,2H),3.65(d,J=12.0Hz,2H),3.57(d,J=12.0Hz,2H),3.52(d,J=12.0Hz,2H),3.41(d,J=12.0Hz,2H),2.62?2.78 (m,4H),2.43?2.52 (m,2H),1.87?2.07 (m,10H),1.57(d,J=12.0Hz,2H),1.10?1.13 (m,18H).13CNMR(101MHz,CD2Cl2,298K),汛=146.10,145.90,145.51,144.67,142.51,141.98,139.96,139.51,139.46,137.26,131.80,131.00,130.45,130.28,130.04,129.92,129.48,128.98,128.51,128.24,128.11,127.97,127.89,127.80,127.39,64.33,62.75,61.92,61.17,52.98,52.13,52.05,51.65,20.25,19.57,18.73.HR-MS(MALDI):C104H107N8+[M+H]+,calcd:1468.865; Found:1468.863.",comprehensive synthesis
"1,4-Phenylenebis(diphenylmethanol) (1a): Under argon atmosphere, the phenyl lithium solution (463.0 mL, 463.0 mmol, 5.0 equiv., 1.0 M in ether) in anhydrous THF (150.0 mL) was cooled to ?78 oC. At this temperature, the solution of dimethyl terephthalate (18.0 g, 92.7 mmol, 1.0 equiv.) in anhydrous THF (200.0 mL) was added dropwise via constant pressure funnel into the mixture over a period of 1 h. After that, the reaction mixture was stirred for another 0.5 h at ?78 oC and was allowed to warm to room temperature for 24 h. Then, a sat. aqueous NH 4Cl solution (200.0 mL) was added to quench the reaction, and THF was removed with rotary evaporator. The reaction mixture was extracted with DCM (3℅150.0 mL) and the combined organic phase was dried over anhydrous Na 2SO 4 followed by the concentration to give crude product. Purification by flash column chromatography (Hex/DCM = 1:2) afforded the title compound 1a (32.8 g, 80%) as a white solid. 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.33 (m, 24H), 2.85 (s, 2H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 146.81, S6145.88, 128.07, 127.99, 127.68, 127.42, 81.99.",comprehensive synthesis
"4,4'-(1,4-Phenylenebis(diphenylmethylene))dianiline (1b): A solution of aniline (16.0 g, 171.8 mmol, 9.5 equiv.), conc. HCl (11.0 mL) and glacial acetic acid (86.0 mL) was charged into a 250 mL flask, followed by the addition of 1,4-phenylenebis(diphen-ylmethanol) 1a (8.0 g, 18.1 mmol, 1.0 equiv.). The reaction mixture was allowed to reflux at 140 oC under vigorous stirring for 12 h. After cooling to room temperature, the formed grey solid was filtered off under vacuum and washed with acetic acid (150.0 mL) and diethyl ether (150.0 mL). The solid was then dissolved in methanol and precipitated in diethyl ether to afford the title compound 1b (10.2 g, 95%) as a white solid. 1H NMR (400 MHz, DMSO-d 6, 298 K), 汛 = 7.26 (t, J = 8.0, 8.0 Hz, 8H), 7.17 (d, J = 8.0 Hz, 4H), 7.09 (d, J = 4.0 Hz, 8H), 6.99 (s, 4H), 6.71 (d, J = 8.0 Hz, 4H), 6.44 (d, J = 8.0 Hz, 4H), 5.00 (s, 4H). 13C NMR (101 MHz, DMSO-d 6, 298 K), 汛 = 147.11, 146.46, 144.41, 133.28, 131.10, 130.50, 129.59, 127.46, 125.75, 113.03, 63.29.",comprehensive synthesis
"1,4-Ditritylbenzene (1c): Dianiline 1b (36.0 g, 60.8 mmol, 1.0 equiv.) was added into the mixture solvent of glacial acetic acid (1500.0 mL) and hypophosphoric acid (176.0 mL, 50% aqueous solution). At 0 oC, NaNO 2 (12.4 g, 180.0 mmol, 3.0 equiv.) was added in small amounts under vigorous stirring. The reaction mixture was allowed to warm to room temperature and stirred overnight, then water (500.0 mL) was added.",comprehensive synthesis
"The formed solid was filtered off under vacuum and washed with water (100.0 mL), methanol (150.0 mL), diethyl ether (250.0 mL), respectively, and then dried in vacuo, yielding the title compound 1c (30.1 g, 89%) as a beige powder. 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.22每7.24 (m, 12H), 7.17每7.20 (m, 18H), 7.06 (s, 4H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 146.87, 144.40, 131.37, 130.43, 127.50, 126.08, 64.73.",comprehensive synthesis
"1,4-Bis(tris(4-bromophenyl)methyl)benzene (1d): 1,4-Ditritylbenzene 1c (5.9 g, 10.5 mmol, 1.0 equiv.) was charged into a 50 mL flask and cooled to ?40 ⊥. At this temperature, pure bromine (9.7 mL, 189.0 mmol, 18.0 equiv.) was added in small portions under vigorous stirring. The reaction mixture was allowed to warm to room temperature and stirred for another 4 h. After which, the reaction mixture was then cooled to ?40 oC again, and ethanol (50.0 mL) was added and stirred for another 0.5 h S7at room temperature. The formed solid was filtered off, washed with water (250.0 mL) and methanol (250.0 mL), and then dried in vacuo, providing the title compound 1d (10.7 g, 99%) as a light-yellow solid. 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.38 (dd, J = 8.0, 4.0 Hz, 12H), 6.97每7.01 (m, 16H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 144.79, 143.70, 133.00, 131.08, 130.39, 120.86, 63.73.",comprehensive synthesis
"Hexa-aldehyde precursor 1: 1,4-Bis(tris(4-bromophenyl)methyl)benzene 1d (5.25 g, 5.1 mmol, 1.0 equiv.), 2-formylbenzeneboronic acid (9.2 g, 61.2 mmol, 12.0 equiv.), Pd(PPh 3)4 (1.77 g, 1.53 mmol, 0.3 equiv.), K 2CO 3 (21.2 g, 153.0 mmol, 30.0 equiv.) were charged into a 500 mL Schlenk flask, which was then degassed by evacuating and refilling with nitrogen three times. After which, dioxane (220.0 mL) and water (55.0 mL) were added successively under N 2 atmosphere. The reaction mixture was refluxed at 95 oC for 2 days. After cooling to room temperature, dioxane was removed with rotary evaporator and the reaction residue was extracted with DCM (3℅150.0 mL), dried over anhydrous Na 2SO 4, and concentrated to give the crude product. Purification by flash column chromatography (DCM as eluent) yielded the title compound 1 (2.25 g, 37.2%) as a white solid. 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 10.06 (s, 6H), 8.02 (d, J = 4.0 Hz, 6H), 7.65 (t, J = 8.0, 8.0 Hz, 6H), 7.48每7.52 (m, 12H), 7.41 (d, J = 8.0 Hz, 12H), 7.37 (d, J = 8.0 Hz, 12H), 7.31 (s, 4H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 =192.63, 146.33, 145.54, 144.36, 135.98, 133.83, 131.27, 130.91, 130.73, 129.73, 128.04, 127.82, 64.46. S83.2 Synthetic route of racemic triamine rac-2 and hetero-2Figure S2. Synthetic route of racemic triamine rac-2 and hetero-2.",comprehensive synthesis
"(rac)-2-methyl-1-tosylaziridine ((rac)-2a): Into a 2000 mL flask, the solution of (rac)-alaninol (23.33 mL, 300.0 mmol, 1.0 equiv.) in DCM (600 mL) was added, followed by addition of KOH (600 g, 10.5 mol, 35.0 equiv.) solution in water (600 mL).",comprehensive synthesis
"At 0 oC, Tosyl chloride (143.0 g, 750.0 mmol, 2.5 equiv.) was added portion wise under vigorous stirring. The reaction mixture was then allowed to warm to room temperature and stirred overnight. After which, ice and water were added and the organic layer was separated. The organic phase was washed with water, dried over anhydrous MgSO 4, concentrated in vacuo to give the crude product. Purification by flash column chromatography (Hex/EtOAc = 8:1) afforded the title compound (rac)-2a as white waxy solid (31.5 g, 50%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.81 (d, J = 8.0 Hz, 2H), 7.33 (d, J = 8.0 Hz, 2H), 2.79每2.86 (m, 1H), 2.60 (d, J = 8.0 Hz, 1H), 2.44 (s, 3H), 2.01 (d, J = 4.0 Hz, 1H), 1.24 (d, J = 8.0 Hz, 3H).",comprehensive synthesis
"rac-2b ((3R)-2b:(3S)-2b = 1:1) and hetero-2b ((2R1S)-2b:(1R2S)-2b = 1:1): Aziridine (rac)-2a (31.5 g, 149.0 mmol, 3.0 equiv.) was charged into a 50 mL flask, followed by the addition of a 2.0 M solution of ammonia in methanol (24.8 mL, 49.7 mmol, 1.0 equiv.). The reaction mixture was stirred at 40 ～C for 4 days. After which, concentrated in vacuo to give the crude product. Purification by flash column S9chromatography (DCM/MeOH/NH 3(aq) = 150:2:3, v/v/v) afforded the title compound rac-2b (5.1 g, 15.8%) and hetero-2b (16.3 g, 50.5%) as white solid. rac-2b: 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.83 (d, J = 8.0 Hz, 6H), 7.23 (d, J = 8.0 Hz, 6H), 5.73 (br d, J = 8.0 Hz, 3H), 3.62每3.68 (m, 3H), 2.51 (dd, J = 12.0 Hz, 4.0 Hz, 3H), 2.38 (s, 9H), 2.13 (dd, J = 12.0 Hz, 4.0 Hz, 3H), 0.96 (d, J = 8.0 Hz, 9H). HR-MS (ESI) C30H43N4O6S3+ [M+H]+, Calculated: 651.234; Found: 651.233. hetero-2b: 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.82 (d, J = 8.0 Hz, 4H), 7.79 (d, J = 8.0 Hz, 2H), 7.31 (d, J = 12.0 Hz, 2H), 7.28 (d, J = 8.0 Hz, 4H), 5.34 (br d, J = 8.0 Hz, 2H), 4.87 (br d, J = 8.0 Hz, 1H), 3.39每3.45 (m, 2H), 3.10每3.16 (m, 1H), 2.35每2.55 (m, 15H), 0.95 (d, J = 8.0 Hz, 6H), 0.82 (d, J = 8.0 Hz, 3H). C 30H43N4O6S3+ [M+H]+, Calculated: 651.234; Found: 651.233.",comprehensive synthesis
"rac-2 ((3R)-TRPN:(3S)-TRPN = 1:1): Into a 250 mL flask containing rac-2b (5.1 g, 7.8 mmol, 1.0 equiv.) and phenol (7.1 g, 75.5 mmol, 3.2 equiv.), HBr (48% aq., 100 mL) was added and the mixture was refluxed at 140 ～C under vigorous stirring for 48 h. After cooling to room temperature, water (25 mL) and 2 M NaOH (20 mL) were added successively at room temperature to adjust the pH to about 1. The aqueous phase was washed with EtOAc (4 ℅ 75 mL), then its pH was adjusted with 6 M NaOH (about 125 mL) to > 13. The aqueous phase was extracted with CH 2Cl2 (5 ℅ 100 mL) and the combined organic phases was dried with anhydrous Na 2SO 4. The solvent was removed with rotary evaporator to give crude product as a pink oil. Distillation (77每82 ～C/0.01 Torr) gave the title product as a colorless oil (0.6 g, 40%).  1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 3.04每3.12 (m, 3H), 2.13每2.25 (m, 6H) 1.80 (br s, 6H), 0.99 (d, J = 8.0 Hz, 9H). HR-MS (ESI) C 9H25N4+ [M+H]+, Calculated: 189.207; Found: 189.204.",comprehensive synthesis
"hetero-2 ((2R1S)-TRPN:(1R2S)-TRPN = 1:1): Into a 1000 mL flask containing hetero-2b (16.3 g, 25.0 mmol, 1.0 equiv.) and phenol (22.6 g, 240 mmol, 3.2 equiv.), HBr (48% aq., 350 mL) was added and the mixture was refluxed at 140 ～C under vigorous stirring for 48 h. After cooling to room temperature, water (100 mL) and 2 M NaOH (100 mL) were added successively at room temperature to adjust the pH to about 1. The aqueous phase was washed with EtOAc (5 ℅ 200 mL), then its pH was adjusted S10with 6 M NaOH (about 450 mL) to > 13. The aqueous phase was extracted with CH 2Cl2 (5 ℅ 200 mL) and the combined organic phases was dried with anhydrous Na 2SO 4. The solvent was removed with rotary evaporator to give crude product as a pink oil.",comprehensive synthesis
"Distillation (88-91 ～C/0.01 Torr) gave the title product hetero-2 as a colorless oil (1.4 g, 31%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 2.96每3.05 (m, 3H), 2.18每2.33 (m, 6H) 1.59 (br s, 6H), 1.05 (d, J = 8.0 Hz, 3H), 1.01 (d, J = 4.0 Hz, 6H). HR-MS (ESI) C9H25N4+ [M+H]+, Calculated: 189.207; Found: 189.208.",comprehensive synthesis
"(S)-2-methyl-1-tosylaziridine ((S)-2a): Into a 1000 mL flask, the solution of (S)-alaninol (9.33 mL, 120.0 mmol, 1.0 equiv.) in DCM (240 mL) was added, followed by addition of KOH (240 g, 4.2 mol, 35.0 equiv.) solution in water (240 mL). At 0 oC, tosyl chloride (57.2 g, 300.0 mmol, 2.5 equiv.) was added portion wise under vigorous stirring. The reaction mixture was then allowed to warm to room temperature and stirred overnight. After which, ice and water were added and the organic layer was separated. The organic phase was washed with water, dried over anhydrous MgSO 4, concentrated in vacuo to give the crude product. Purification by flash column chromatography (Hex/EtOAc = 8:1) afforded the title compound (S)-2a as white waxy solid (16.1 g, 63%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.81 (d, J = 8.0 Hz, 2H), 7.33 (d, J = 8.0 Hz, 2H), 2.78每2.85 (m, 1H), 2.60 (d, J = 8.0 Hz, 1H), 2.43 (s, 3H), 2.01 (d, J = 4.0 Hz, 1H), 1.24 (d, J = 8.0 Hz, 3H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 144.50, 135.43, 129.78, 127.89, 35.96, 34.84, 21.73, 16.89. S11(3S)-2b: Aziridine (S)-2a (15.95 g, 75.0 mmol, 3.0 equiv.) was charged into a 20 mL flask, followed by the addition of a 2.0 M solution of ammonia in methanol (12.5 mL, 25.0 mmol, 1.0 equiv.). The reaction mixture was stirred at 40 ～C for 4 days. After cooling to 0 ～C, the formed white solid was filtered off under vacuum, washed with methanol (30.0 mL), and then dried in vacuo, yielding the title compound (3S)-2b as white solid (13.4 g, 83%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 7.82 (d, J = 8.0 Hz, 6H), 7.22 (d, J = 8.0 Hz, 6H), 5.71 (br d, J = 8.0 Hz, 3H), 3.55每3.61 (m, 3H), 2.48 (dd, J = 12.0 Hz, 4.0 Hz, 3H), 2.37 (s, 9H), 2.13 (dd, J = 12.0 Hz, 4.0 Hz, 3H), 0.93 (d, J = 8.0 Hz, 9H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 143.09, 138.76, 129.66, 127.14, 58.61, 46.44, 21.60, 20.04.",comprehensive synthesis
"(3S)-TRPN: Into a 1000 mL flask containing (3S)-2b (32.0 g, 50.0 mmol, 1.0 equiv.) and phenol (45.6 g, 484.4 mmol, 3.2 equiv.), HBr (48% aq., 630 mL) was added and the mixture was refluxed at 140 ～C under vigorous stirring for 48 h. After cooling to room temperature, water (150 mL) and 2 M NaOH (200 mL) were added successively at room temperature to adjust the pH = 1. The aqueous phase was washed with EtOAc (5 ℅ 200 mL), then its pH was adjusted with 6 M NaOH (about 700 mL) to > 13. The aqueous phase was extracted with CH 2Cl2 (5 ℅ 200 mL) and the combined organic phases was dried with anhydrous Na 2SO 4. The solvent was removed with rotary evaporator to give crude product as a pink oil. Distillation (77每82 ～C/0.01 Torr) gave the title product (3S)-TRPN as a colorless oil (4.1 g, 43%). 1H NMR (400 MHz, CDCl 3, 298 K), 汛 = 3.03每3.11 (m, 3H), 2.12每2.25 (m, 6H) 1.87 (br s, 6H), 0.98 (d, J = 8.0 Hz, 9H). 13C NMR (101 MHz, CDCl 3, 298 K), 汛 = 63.94, 43.74, 21.36. HR-MS (ESI) C9H25N4+ [M+H]+, Calculated: 189.207; Found: 189.207.",comprehensive synthesis
