content,category
"Method B  (pure cage product) : A solution of 5 -((4-formylphenyl)ethynyl)isophthalaldehyde  1 (300 mg, 1.14 mmol, 4.0 eq.) and (1 R,2R)-cyclohexane -1,2-diamine (196 mg, 1.71 mmol, 6.0 eq.) in DCM (360 mL) was stirred at room temperature for 5 days before concentration in vacuo to  ~10 mL. Methanol (10 mL) was added to the crude solution and the  sample was purified by preparative HPLC. The  collected product fractions were combined and carefully concentrated in vacuo  (20 ～C). The resulting solid was re -dissolved in DCM (50 mL) and the solution dried (Na 2SO4), before the addition of hexane (100 mL) and removal of DCM in vacuo .",comprehensive synthesis
"The resulting p recipitate was collected by filtration and dried under vacuum to afford the cage product as a very pale yellow solid (104 mg, 0.068 mmol, 24%  yield, >98% purity by HPLC ).",comprehensive synthesis
"The cage was rigid and microporous, as predicted by the simulations, with an apparent Brunauer 每Emmett 每Teller surface area of 578 m2g?1. The reduced symmetry of the tritopic building block relative toits topicity meant there were 36 possible structural isomers of the cage. Experimental characterisationsuggests a single isomer with 12 unique imine environments, but techniques such as NMR could not con-clusively identify the isomer. Computational structural and electronic analysis of the possible isomers wasused to identify the most likely candidates, and hence to construct a 3-dimensional model of the amor-phous solid. The rational design of unsymmetrical cages using building blocks with reduced symmetryo?ers new possibilities in controlling the degree of crystallinity, porosity, and solubility, of self-assembledmaterials.",surface area
"The amorphous solid was found to be microporous, withan apparent Brunauer 每Emmett 每Teller surface area (SA BET)o f578 m2g?1. The N 2and H 2uptake was 13.1 mmol g?1and4.7 mmol g?1, respectively (1 bar, 77 K) (Fig. S33 ?). Thissuggested to us the presence of an intrinsic cavity in the cage,based on our prior experience of amorphous cage solidsformed from more symmetrical cages where the cavity col-lapses to form a non-porous material.",surface area
"45每47Here,we calculated a surface area of 456 and 837 m2g?1with proberadii of 1.82 and 1.55 ?, respectively, which spans the observedSABETof 578 m2g?1. This further validates that isomer 1is aplausible identity for this cage. For further details and struc-tural properties for the amorphous model of isomer 1, see ESITable S10 and Fig. S44 in section 5.8. ?Intriguingly, when we analysed the cage molecules in theamorphous model, we found that 83% of the potential intrin-sic void volume inside the cages was lost due to interpenetra-tion from neighbouring cages. This was due to the largewindows in isomer 1; as such, the majority of the porosity inthis model comes from extrinsic voids, not from cage cavities.",surface area
"Density at 300 K, 1 bar (g cm-3) Diameter of largest cavity (?)  Pore limiting diameter , PLD (?) Total SA for 1.55 ? radius probe (m2 g-1) Total SA for 1.82 ? radius probe (m2 g-1) 0.870  8.38 3.09 837 456   S61  The surface area for the amorphous model was calculated with both the probe radii of 1.55 and 1.82 ?, equivalent to the van der Waals radius and the kinetic radius of N 2, respectively.",surface area
"In POC systems where the PLD is close to that of the guest of intere st, as amorphous isomer 1 is to N 2, reducing the probe size from the kinetic radius to the van der Waals radius (representing the minimum cross -section of a N 2 molecule diffusing ※end -on§ through a pore) can assist in uncovering surface area that would be realised through dynamic porosity mechanisms.33 For example, for CC3-R,10 which has a PLD of 3.62 ?32 and SA BET of 409 ? 9 m2 g-1 in crystalline form,34 we calculate a surface area  in Zeo++ of 527 m2 g-1 with a probe of 1.55 ? and of 286 m2 g-1 with a probe of 1.82 ?. In other words, the experimental SA BET sits between the values calculated with the two different sized probes to represent N 2.",surface area
"For the amorphous isomer 1 model, the calculated surface areas range from 456 m2 g-1 to 837 m2 g-1, for probes of 1.82 ? and 1.55 ? respectively. As with CC3-R, this range would span  the experimentally reported SA BET of 578 m2 g-1. Thus isomer 1 generates an amorphous solid -state structure that can explain the experimentally observed properties.",surface area
"NanoscalePAPERCite this: Nanoscale , 2018, 10, 22381Received 27th August 2018,Accepted 17th November 2018DOI: 10.1039/c8nr06868brsc.li/nanoscaleComputationally-inspired discovery of anunsymmetrical porous organic cage ?Enrico Berardo, ?aRebecca L. Greenaway, ?bLukas Turcani,aBen M. Alston,bMichael J. Bennison,bMarcin Miklitz,aRob Clowes,bMichael E. Briggs,bAndrew I. Cooperband Kim E. Jelfs *aA completely unsymmetrical porous organic cage was synthesised from a C2vsymmetrical building blockthat was identi ?ed by a computational screen. The cage was formed through a 12-fold imine conden-sation of a tritopic C2vsymmetric trialdehyde with a ditopic C2symmetric diamine in a [4 + 6] reaction.",this paper's author
"Page 7 of 8ACS Paragon Plus EnvironmentThe Journal of Organic Chemistry123456789101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960                           Page 8 of 8ACS Paragon Plus EnvironmentThe Journal of Organic Chemistry123456789101112131415161718192021222324252627282930313233343536373839404142434445464748495051525354555657585960S1  Supporting Information  Computationally -Inspired Discovery  of an Unsymmetrical Porous Organic Cage  Enrico Berardo,?,∫ Rebecca L. Greenaway,?,∫ Lukas Turcani,? Ben M. Alston,? Michael J.",this paper's author
"Bennison,? Marcin Miklitz,? Rob Clowes,? Michael E. Briggs,? Andrew I. Cooper,? Kim E. Jelfs?*",this paper's author
Results and discussionThis work started with a computational screen where weassembled 10 000 combinations of tritopic aldehydes and ditopicamines from a subset of the Reaxys database16into [4 + 6] cages.,topology
"View Article Onlineunsymmetrical cage. This precursor also led to predictedshape-persistent cages by in silico combination with di ?erentdiamine partners (3 shape-persistent combinations predictedin total). Of the 84 potential diamine partners selected fromthe Reaxys database, the C2symmetric (1 R,2R)-cyclohexane-1,2-diamine (( R,R)-CHDA) was particularly promising and com-mercially available. This diamine has also been used pre-viously to synthesise a number of POCs, including CC3,formed with the tritopic aldehyde (Fig. 1b),18and TCC1-3 ,formed with tetratopic aldehydes.19A high-throughput (HT) experimental screen of trialdehyde1with 16 diamine partners (see further details in the ESI,section 3 ?), also identified ( R,R)-CHDA (Fig. 1b) as a promisingcage-forming partner, with the formation of a [4 + 6] cage indi-cated by high-resolution mass spectrometry (HRMS) (Fig. S5 ?).",topology
"Optimisation and scale-up of the reaction between trialde-hyde 1and ( R,R)-CHDA resulted in the formation of a [4 + 6]cage molecule with 96% mass recovery and 91% (a/a) purity asanalysed by HPLC. Based on our previous experience, theobserved stability of the cage to solvent removal suggested thatthe cage might be shape-persistent, because cages that lackshape-persistence quite often also exhibit some chemicaldecomposition along with collapse of the cage cavity.",topology
"20,21A single peak in the HPLC suggested the formation of a singlecage species (Fig. S12 ?). However, the1H NMR spectra was verycomplex by comparison with spectra usually observed for sym-metrical cages (Fig. 2b, Fig. S45 and S46 ?): for example, the[4 + 6] cage CC3 (Fig. 1b) displays a single chemical shift forall 12 imine protons and a single chemical shift for the 12 aro-matic protons. This complex NMR suggested that the reactionwith trialdehyde 1either forms a mixture of cage isomers, or asingle highly unsymmetrical cage isomer. To aid characteris-ation, further purification was carried out by preparative-HPLCto a?ord the unsymmetrical cage with >98% (a/a) purity.",topology
"Despite the complexity of the1H NMR spectra, which couldsuggest the presence of cage isomers, the integration of thepeaks as whole numbers before and after purificationsuggested instead that a single cage had formed, rather than amixture of species. To further confirm this, di ?usion NMR wasused to determine both the size of the cage in solution and toestablish whether a mixture of cages with varying shapes (andsizes) had formed. The measured solvodynamic diameter ofthe cage was 18.6 ?, which is consistent, by comparison withprevious measurements, with a [4 + 6] cage containing aninternal cavity (Table S11 ?). A single size of cage species wassuggested because all peaks had identical di ?usion co-e?cients, as illustrated by the1H DOSY spectra (Fig. 2d,Table S4 ?).",topology
"Furthermore, there was evidence of connectivity between thesefaces by through-space interactions observed in the 1D-NOEs 每see Fig. S28. ?This suggests the formation of a single [4 + 6]cage that has no symmetry ( C1symmetry).",topology
"20Taking the experimental data as a whole suggests the for-mation of a single, completely unsymmetrical, shape-persist-ent [4 + 6] cage. To our knowledge, this is the first example ofits kind among POCs. The cage was found to be extremelysoluble (>400 mg mL?1in CHCl 3) compared to previouslyreported symmetrical cages (see Fig. S35 ?), for example, CC3has‵3m gm l?1solubility in CHCl 3.24This is presumablybecause of disruption of the lattice packing in this highlyunsymmetrical molecule, and highlights the potential advan-tage to exploring lower symmetry cage molecules.",topology
"Without a single crystal to definitively solve the structure ofthe cage molecule, we again turned to computational model-ing, following the computational pipeline summarised inFig. 3. There are two possible cage topologies, Tri4Di6andTri42Di6,25that would lead to the [4 + 6] molecular mass ionidentified by HRMS ([M + 2H]2+759.9211 g mol?1; Fig. S29 ?).",topology
"21 M. E. Briggs, K. E. Jelfs, S. Y. Chong, C. Lester,M. Schmidtmann, D. J. Adams and A. I. Cooper, ShapePrediction for Supramolecular Organic Nanostructures: [4 + 4]Macrocyclic Tetrapods, Cryst. Growth Des. , 2013, 13(11), 4993 每5000.",topology
"The most promising partner amine was Amine 2 , which at room temperature and after heat ing at 65 ～C for 3 days showed mass ions corresponding to  a [4+6]  cage in the mass spectrum  (entry 2 and Figure S 5), and was  therefore investigated further. Other vicinal diamines ( amines 1 , 3, 4, and 6) also gave an indication of forming [4+6] cage s, while  amines 7 and 12 indicated  the formation of [2+3] cages (which would likely not contain a cavity), but were not further investigated.",topology
"Reaction Number  Conditions  HRMS (direct injection - - Cage Formation? ) Cage Formation?  Mass ions  indicating cage formation?  Main m/z ion? Size Cage  Indicated ? 1 RT, 3 days  65 ～C, 3 days  ? ? [M+2H]2+ 597.2837 ; [M+3H]3+ 398.5257  [M+2H]2+ 597.2811 ; [M+3H]3+ 398.5232  ? ? [4+6]  2 RT, 3 days  65 ～C, 3 days  ? ? [M+2H]2+ 759.9285 ; [M+3H]3+ 506.9561  [M+2H]2+ 759.9246; [M+3H]3+ 506.9535  ? ? [4+6]  3 RT, 3 days  65 ～C, 3 days  ? ? [M+2H]2+ 717.8832; [M+3H]3+ 478.9233  [M+2H]2+ 717. 8759 ; [M+3H]3+ 478. 9206  ? ? [4+6]  4 RT, 3 days  65 ～C, 3 days  ? ? [M+2H]2+ 681.3779; [M+3H]3+ 454.5889  ? ? - [4+6]  5 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 6 RT, 3 days  65 ～C, 3 days  ? ? [M+3H]3+ 661.0105 ; [M+4H]4+ 496.0102  [M+3H]3+ 661.0076; [M+4H]4+ 496.0082  ? ? [4+6]  7 RT, 3 days  65 ～C, 3 days  ? ? [M+H]+ 639.3314; [M+2H]2+ 320.1698  [M+H]+ 639.3292 ; [M+2H]2+ 320.1684  ? ? [2+3] 8 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 9 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 10 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 11 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 12 RT, 3 days  65 ～C, 3 days  ? ? [M+H]+ 825.3793; [M+2H]2+ 413.1956  [M+H]+ 825.3777; [M+2H]2+ 413.1932  ? ? [2+3] 13 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 14 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 15 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - 16 RT, 3 days  65 ～C, 3 days  ? ? ? ? - - - Control  RT, 3 days  65 ～C, 3 days  ? ? [M+2H]2+ 559.3618  [M+2H]2+ 559.3612   [4+6]     S16  3.3. HRMS spectra of combinations showing cage formation    Figure S4: HRMS spectra for crude reaction 1, taken directly from the high -throughput screen  after heating at 65 ～C for 3 days , indicating some formation of a [4+6] cage 〞 calc. for C80H64N12 1192.5377 , found [M+2H]2+ 597.2811 and [M+3H]3+ 398.5232 .",topology
"Figure S5: HRMS spectra for crude reaction 2, taken directly from the high -throughput screen after heating at 65 ～C for 3 days, indicating clear formation of a [4+6] cage 〞 calc. for C 104H100N12 1517.8227, found [M+2H]2+ 759.9246  and [M+3H]3+ 506.9535 .",topology
"S17   Figure S6: HRMS spectra for crude reaction 3, taken directly from the high -throughput screen after heating at 65 ～C for 3 days, indicating formation of a [4+6] cage 〞 calc. for C 98H88N12 1433.7286 , found [M+2H]2+ 717.8759  and [M+3H]3+ 478.9206 .",topology
"Figure S7: HRMS spectra for crude reaction 4, taken directly from the high -throughput screen after stirring at room temperature for 3 days, indicating some formation of a [4+6] cage 〞 calc. for C 92H88N12 1361.7286 , found [M+2H]2+ 681.3779  and [M+3H]3+ 454.5889 .",topology
"S18   Figure S8: HRMS  spectra for crude reaction 6, taken directly from the high -throughput screen after heating at 65 ～C for 3 days, indicating some formation of a [4+6] cage 〞 calc. for C 134H118N18 1979.9818, found [M+3H]3+ 661.0076 and [M+4H]4+ 496.0082 .",topology
"Figu re S9: HRMS spectra for crude reaction 7, taken directly from the high -throughput screen after heating at 65 ～C for 3 days, indicating formation of a [2+3] cage 〞 calc. for C 43H38N6 638.3158 , found [M+H]+ 639.329 2 and [M+ 2H]2+ 320.1684 .",topology
"S19   Figure S10: HRMS  spectra for crude reaction 12, taken directly from the high -throughput screen after heating at 65 ～C for 3 days, indicating some formation of a [2+3] cage 〞 calc. for C 58H44N6 824.3627, found [M+H]+ 825.37 77 and [M+2H]2+ 413.19 32.",topology
S39     Figure S29: HRMS of unsymmetrical  cage after purification by prep -HPLC.  From top to bottom 〞 full mass spectra showing purity of cage; mass ion corresponding to doubly charged unsymmetrical  [4+6] cage; mass ion corresponding to triply charged unsymmetrical  [4+6] cage.,topology
"During the screening of the R eaxys database, cages were assembled into the ?????????????? topology (Figure 1b) and low energy conformers were searched for, as described later in Section 5.4, this involved sampling molecular dynamics simulations for low energy structures. The precursor s selected from Reaxys consisted of diamines, triamines, dialdehydes and S47  trialdehydes that can undergo a [4+6] imine condensation reaction to form an imine cage. We removed all precursors that were charged systems, radical systems, contained heavy elements  and any duplicates prior to assembly into cage molecules.",topology
"S48  5.3. Cage identification  For t he generation of the unsymmetrical  cage , we considered 2 possible topologies that include 4 trialdehydes and 6 diamines in total, leading to the formation  of 12 imine bonds in the final molecular cage. The first topology corresponds to that typically expected for a  [4+6] molecule, a  ?????????????? topology, as defined in our recent work ,12 whereas the second is the ???????????????? topology.12 Both topologies are shown in Figure 3 in the main text.",topology
