content,category
"[23]This is typical for micro-porous systems, which do not change their structural consti-tution during gas uptake and release. The adsorbed amountof nitrogen gas was 286 cm3g/C01atP/P0=0.95. The calculatedBET surface area is 744 m2g/C01and the corresponding Lang-muir surface area is 835 m2g/C01. This is, to the best of ourknowledge, the highest surface area for a [2 +3] imine cagecompound and even higher than those reported for most ofthe smaller [4+6] cage compounds.[3]The pore volume(Vpore) is 0.26 cm3g/C01. The contribution of the micropore sur-face area on the total surface area was calculated to be 81%by using the t-plot method. By using NL-DFT methods, thepore-size distribution was found to be very narrow andshowed a maximum at 4.2 /C138.",surface area
"In contrast to cage compound 3a,3bseems to be of lowporosity: A sample of 3btreated as described above ad-sorbed only 25 cm3g/C01N2atP/P0=0.95. The determinedspecific surface area was 30 m2g/C01(BET model) or204 m2g/C01(Langmuir model), which is much lower than forcage compound 3a. From a t-plot analysis we concludedthat this measured surface area is basically not derived frommicropores, but rather from the bulk surface, which indi-cates that the pores are very small and the adsorption of ni-trogen at 77 K is kinetically hindered.",surface area
"[25]Witha stiffer linker unit, we wereable to remove solvent and pre-serve the three-dimensionalpore structure, which resultedin high BET surface areas of744 m2g/C01. This value is signifi-cantly higher than reported forother [2 +3] imine cages and iseven comparable with many ofthe [4+6] cages describedbefore.",surface area
"SABET[m2g/C01]SALangmuir[m2g/C01]CO2[mmolg/C01]a t298 K,1.0 barCH4[mmolg/C01]a t298 K, 1.0 bar3a 744 835 2.7 0.673b 30 204 3.3 0.34CC6[a]99 n.d.[c]0.9[d]n.d.[c]ZCs[b]10 n.d.[c]0.1每0.25[e]n.d.[c][a] Values taken from reference [9]. [b] Values taken from referen-ces [7,8]. [c] Not determined. [d] At 300 K and 1.2 bar. [e] At 298 K and1.0 bar.",surface area
"DOI: 10.1002/chem.201200032Exo-Functionalized Shape-Persistent [2 +3] Cage Compounds: Influence ofMolecular Rigidity on Formation and Permanent PorosityMarkus W. Schneider,[a]Iris M. Oppel,[b]and Michael Mastalerz*[a]It was demonstrated recently that shape-persistent organiccage compounds with defined cavities can form porous ma-terials in the solid state.",this paper's author
"View Article OnlineSupporting Information/C23 Copyright Wiley-VCH Verlag GmbH & Co. KGaA, 69451 Weinheim, 2012Exo-Functionalized Shape-Persistent [2 +3] Cage Compounds: Influence ofMolecular Rigidity on Formation and Permanent PorosityMarkus W. Schneider,[a]Iris M. Oppel,[b]and Michael Mastalerz*[a]chem_201200032_sm_miscellaneous_information.pdf General R emarks:  Melting points (not corrected) were measured with a B邦chi Melting Point B -545. IR -Spectra were recorded as KBr -pellets on  a Perkin Elmer Spectrum 2000 FT -IR spectrometer.",this paper's author
"To study the influence of the rigidity of the molecularstructure of [2+3] cages on their formation and gas sorptionproperties, we synthesized exo-functionalized [2 +3] cagecompounds by using two different bissalicylaldehydes as mo-lecular precursors in the reaction with triptycene triamine1.",topology
[14]Initially we analyzed both materials by using thermogravi-metric analysis (TGA). Both crystalline compounds lose sol-Scheme 1. Synthesis of [2 +3] cage compounds 3aand3b.,topology
"For a better comparison with other organic cage com-pounds, we investigated both materials for their adsorptionproperties of CO2and methane at 298 K and 1.0 bar (seealso Table 1).[24]The more rigid compound 3aadsorbs62 cm3g/C01CO2at 1.0 bar and 298 K, which corresponds to11.9 wt%. This is significantly higher than described forother [2+3] cage compounds and even higher than reportedfor a bigger endo -functionalized [4 +6] cage compound at273 K (9.4 wt%).[4]In contrast to the adsorption of CO2,only 7.6 cm3g/C01(1.1 wt%) of methane is adsorbed at thesame temperature and pressure.",topology
"To summarize, we demonstrated that exo-functionalizedshape-persistent [2 +3] cage compounds are accessiblethrough the dynamic formation of imine bonds. Herein, therigidity or flexibility of the aldehydic precursor plays an im-portant role in the formation of the cage compound. Fur-thermore, we found that the crystalline material with theFigure 2. Single-crystal X-ray structure of 3a. a) Asymmetric unit. Onemolecule is depicted as a space-filling model, the other one is shown asa capped-stick model. The systematic disorder of one aromatic ring ishighlighted in yellow. Grey: carbon, white: hydrogen, red: oxygen, andblue: nitrogen. b) Packing of a 2/C1482/C1482 unit cell viewed along the crystal-lographic baxis. c) The same 2/C1482/C1482 unit cell viewed along a non-specif-ic crystallographic axis. d) Connolly surface area of enclathrated THFmolecules exclusively of a 3/C1483/C1483 unit cell showing the three-dimension-al channel system. In a), b), and c), enclathrated THF molecules areomitted to show the channels and voids. In b) and c) the solvent-accessi-ble surface area (probe radius 1.8 /C138) is colored in yellow.",topology
Table 1. Comparison of gas sorption data of 3aand 3bwith [2 +3] cagecompounds reported in the literature.,topology
"Chem. Eur. J. 2012,18, 4156 每 4160 /C23 2012 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim www.chemeurj.org 4159COMMUNICATIONExo-Functionalized Shape-Persistent [2 +3] Cage Compounds 15213765, 2012, 14, Downloaded from https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/chem.201200032 by Zhejiang University, Wiley Online Library on [27/12/2022]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons LicenseCooper, Nat. Commun. 2011,2, 207; c) J. T. A. Jones, D. Holden, T.",topology
